起点,终点,划分,经纬度
锦州站,葫芦岛站,050000K92801,"[121.140151,41.124932],[120.86911,40.754422]"
葫芦岛站,兴城站,050000K92801,"[120.86911,40.754422],[120.702299,40.62468]"
兴城站,山海关站,050000K92801,"[120.702299,40.62468],[119.767716,40.000345]"
山海关站,唐山站,050000K92801,"[119.767716,40.000345],[118.11753,39.625728]"
唐山站,天津站,050000K92801,"[118.11753,39.625728],[117.210124,39.135957]"
天津站,任丘站,050000K92801,"[117.210124,39.135957],[116.144342,38.694288]"
任丘站,衡水站,050000K92801,"[116.144342,38.694288],[115.69475,37.743663]"
衡水站,枣强站,050000K92801,"[115.69475,37.743663],[115.738227,37.50448]"
枣强站,清河城站,050000K92801,"[115.738227,37.50448],[115.686456,37.063659]"
清河城站,临清站,050000K92801,"[115.686456,37.063659],[115.737,36.842304]"
临清站,聊城站,050000K92801,"[115.737,36.842304],[115.943803,36.457557]"
聊城站,菏泽站,050000K92801,"[115.943803,36.457557],[115.506431,35.230864]"
菏泽站,商丘站,050000K92801,"[115.506431,35.230864],[115.657947,34.445778]"
商丘站,民权站,050000K92801,"[115.657947,34.445778],[115.140808,34.644922]"
民权站,兰考站,050000K92801,"[115.140808,34.644922],[114.819183,34.814364]"
兰考站,开封站,050000K92801,"[114.819183,34.814364],[114.353951,34.77092]"
开封站,郑州站,050000K92801,"[114.353951,34.77092],[113.658109,34.745803]"
长春站,公主岭站,110000K12808,"[125.324969,43.911529],[124.811317,43.509104]"
公主岭站,四平站,110000K12808,"[124.811317,43.509104],[124.373592,43.167765]"
四平站,铁岭站,110000K12808,"[124.373592,43.167765],[123.836357,42.293298]"
铁岭站,沈阳北站,110000K12808,"[123.836357,42.293298],[123.436199,41.819171]"
沈阳北站,沟帮子站,110000K12808,"[123.436199,41.819171],[121.775673,41.361432]"
沟帮子站,锦州站,110000K12808,"[121.775673,41.361432],[121.140151,41.124932]"
锦州站,葫芦岛站,110000K12808,"[121.140151,41.124932],[120.86911,40.754422]"
葫芦岛站,绥中站,110000K12808,"[120.86911,40.754422],[120.353635,40.321857]"
绥中站,山海关站,110000K12808,"[120.353635,40.321857],[119.767716,40.000345]"
山海关站,唐山站,110000K12808,"[119.767716,40.000345],[118.11753,39.625728]"
唐山站,天津站,110000K12808,"[118.11753,39.625728],[117.210124,39.135957]"
天津站,衡水站,110000K12808,"[117.210124,39.135957],[115.69475,37.743663]"
衡水站,聊城站,110000K12808,"[115.69475,37.743663],[115.943803,36.457557]"
聊城站,台前站,110000K12808,"[115.943803,36.457557],[115.863731,35.964026]"
台前站,郓城站,110000K12808,"[115.863731,35.964026],[115.901573,35.601544]"
郓城站,菏泽站,110000K12808,"[115.901573,35.601544],[115.506431,35.230864]"
菏泽站,商丘站,110000K12808,"[115.506431,35.230864],[115.657947,34.445778]"
商丘站,开封站,110000K12808,"[115.657947,34.445778],[114.353951,34.77092]"
开封站,郑州站,110000K12808,"[114.353951,34.77092],[113.658109,34.745803]"
郑州站,偃师站,110000K12808,"[113.658109,34.745803],[112.794594,34.728637]"
偃师站,洛阳站,110000K12808,"[112.794594,34.728637],[112.436396,34.685482]"
洛阳站,义马站,110000K12808,"[112.436396,34.685482],[111.912338,34.721156]"
义马站,三门峡站,110000K12808,"[111.912338,34.721156],[111.233952,34.760307]"
三门峡站,渭南站,110000K12808,"[111.233952,34.760307],[109.493132,34.484123]"
渭南站,西安站,110000K12808,"[109.493132,34.484123],[108.961676,34.277622]"
大连站,金州站,130000K7150J,"[121.633299,38.922562],[121.72669,39.086997]"
金州站,普兰店站,130000K7150J,"[121.72669,39.086997],[121.960585,39.401253]"
普兰店站,瓦房店站,130000K7150J,"[121.960585,39.401253],[122.008904,39.625262]"
瓦房店站,熊岳城站,130000K7150J,"[122.008904,39.625262],[122.147768,40.181298]"
熊岳城站,盖州站,130000K7150J,"[122.147768,40.181298],[122.333268,40.419844]"
盖州站,大石桥站,130000K7150J,"[122.333268,40.419844],[122.503796,40.643725]"
大石桥站,西柳站,130000K7150J,"[122.503796,40.643725],[122.622672,40.843418]"
西柳站,盘锦站,130000K7150J,"[122.622672,40.843418],[122.063098,41.197746]"
盘锦站,沟帮子站,130000K7150J,"[122.063098,41.197746],[121.775673,41.361432]"
沟帮子站,锦州站,130000K7150J,"[121.775673,41.361432],[121.140151,41.124932]"
锦州站,葫芦岛站,130000K7150J,"[121.140151,41.124932],[120.86911,40.754422]"
葫芦岛站,山海关站,130000K7150J,"[120.86911,40.754422],[119.767716,40.000345]"
山海关站,秦皇岛站,130000K7150J,"[119.767716,40.000345],[119.591851,39.965689]"
秦皇岛站,唐山站,130000K7150J,"[119.591851,39.965689],[118.11753,39.625728]"
唐山站,天津站,130000K7150J,"[118.11753,39.625728],[117.210124,39.135957]"
天津站,衡水站,130000K7150J,"[117.210124,39.135957],[115.69475,37.743663]"
衡水站,聊城站,130000K7150J,"[115.69475,37.743663],[115.943803,36.457557]"
聊城站,郓城站,130000K7150J,"[115.943803,36.457557],[115.901573,35.601544]"
郓城站,菏泽站,130000K7150J,"[115.901573,35.601544],[115.506431,35.230864]"
菏泽站,商丘站,130000K7150J,"[115.506431,35.230864],[115.657947,34.445778]"
商丘站,民权站,130000K7150J,"[115.657947,34.445778],[115.140808,34.644922]"
民权站,兰考站,130000K7150J,"[115.140808,34.644922],[114.819183,34.814364]"
兰考站,开封站,130000K7150J,"[114.819183,34.814364],[114.353951,34.77092]"
开封站,郑州站,130000K7150J,"[114.353951,34.77092],[113.658109,34.745803]"
沈阳北站,辽阳站,120000K3880Y,"[123.436199,41.819171],[123.167935,41.281655]"
辽阳站,鞍山站,120000K3880Y,"[123.167935,41.281655],[122.984386,41.11145]"
鞍山站,海城站,120000K3880Y,"[122.984386,41.11145],[122.743398,40.863453]"
海城站,盘锦站,120000K3880Y,"[122.743398,40.863453],[122.063098,41.197746]"
盘锦站,沟帮子站,120000K3880Y,"[122.063098,41.197746],[121.775673,41.361432]"
沟帮子站,锦州站,120000K3880Y,"[121.775673,41.361432],[121.140151,41.124932]"
锦州站,葫芦岛站,120000K3880Y,"[121.140151,41.124932],[120.86911,40.754422]"
葫芦岛站,绥中站,120000K3880Y,"[120.86911,40.754422],[120.353635,40.321857]"
绥中站,山海关站,120000K3880Y,"[120.353635,40.321857],[119.767716,40.000345]"
山海关站,秦皇岛站,120000K3880Y,"[119.767716,40.000345],[119.591851,39.965689]"
秦皇岛站,昌黎站,120000K3880Y,"[119.591851,39.965689],[119.169701,39.704118]"
昌黎站,唐山站,120000K3880Y,"[119.169701,39.704118],[118.11753,39.625728]"
唐山站,天津站,120000K3880Y,"[118.11753,39.625728],[117.210124,39.135957]"
天津站,保定站,120000K3880Y,"[117.210124,39.135957],[115.479846,38.863227]"
保定站,石家庄站,120000K3880Y,"[115.479846,38.863227],[114.485118,38.010198]"
石家庄站,高邑站,120000K3880Y,"[114.485118,38.010198],[114.597257,37.605468]"
高邑站,邢台站,120000K3880Y,"[114.597257,37.605468],[114.492298,37.070454]"
邢台站,沙河市站,120000K3880Y,"[114.492298,37.070454],[114.497166,36.861545]"
沙河市站,安阳站,120000K3880Y,"[114.497166,36.861545],[114.339932,36.104581]"
安阳站,卫辉站,120000K3880Y,"[114.339932,36.104581],[114.062432,35.432457]"
卫辉站,新乡站,120000K3880Y,"[114.062432,35.432457],[113.859604,35.306571]"
新乡站,郑州站,120000K3880Y,"[113.859604,35.306571],[113.658109,34.745803]"
郑州站,巩义站,120000K3880Y,"[113.658109,34.745803],[112.981044,34.759491]"
巩义站,洛阳站,120000K3880Y,"[112.981044,34.759491],[112.436396,34.685482]"
洛阳站,新安县站,120000K3880Y,"[112.436396,34.685482],[112.154301,34.718509]"
新安县站,渑池站,120000K3880Y,"[112.154301,34.718509],[111.786528,34.752886]"
渑池站,三门峡站,120000K3880Y,"[111.786528,34.752886],[111.233952,34.760307]"
三门峡站,灵宝站,120000K3880Y,"[111.233952,34.760307],[110.897118,34.510349]"
灵宝站,渭南站,120000K3880Y,"[110.897118,34.510349],[109.493132,34.484123]"
渭南站,西安南站,120000K3880Y,"[109.493132,34.484123],[109.101981,34.092766]"
西安南站,镇安站,120000K3880Y,"[109.101981,34.092766],[109.169879,33.421216]"
镇安站,安康站,120000K3880Y,"[109.169879,33.421216],[109.016424,32.712607]"
安康站,达州站,120000K3880Y,"[109.016424,32.712607],[107.452876,31.198051]"
达州站,南充站,120000K3880Y,"[107.452876,31.198051],[106.085934,30.807866]"
南充站,遂宁站,120000K3880Y,"[106.085934,30.807866],[105.541704,30.542468]"
遂宁站,成都站,120000K3880Y,"[105.541704,30.542468],[104.073653,30.697191]"
哈尔滨西站,双城堡站,0h0000K97605,"[126.57737,45.707236],[126.293483,45.397833]"
双城堡站,扶余站,0h0000K97605,"[126.293483,45.397833],[126.025116,44.986997]"
扶余站,德惠站,0h0000K97605,"[126.025116,44.986997],[125.716863,44.533662]"
德惠站,长春站,0h0000K97605,"[125.716863,44.533662],[125.324969,43.911529]"
长春站,公主岭站,0h0000K97605,"[125.324969,43.911529],[124.811317,43.509104]"
公主岭站,四平站,0h0000K97605,"[124.811317,43.509104],[124.373592,43.167765]"
四平站,昌图站,0h0000K97605,"[124.373592,43.167765],[124.118102,42.778941]"
昌图站,开原站,0h0000K97605,"[124.118102,42.778941],[124.031828,42.546993]"
开原站,铁岭站,0h0000K97605,"[124.031828,42.546993],[123.836357,42.293298]"
铁岭站,沈阳北站,0h0000K97605,"[123.836357,42.293298],[123.436199,41.819171]"
沈阳北站,锦州站,0h0000K97605,"[123.436199,41.819171],[121.140151,41.124932]"
锦州站,秦皇岛站,0h0000K97605,"[121.140151,41.124932],[119.591851,39.965689]"
秦皇岛站,唐山站,0h0000K97605,"[119.591851,39.965689],[118.11753,39.625728]"
唐山站,芦台站,0h0000K97605,"[118.11753,39.625728],[117.845686,39.329347]"
芦台站,塘沽站,0h0000K97605,"[117.845686,39.329347],[117.643123,39.026803]"
塘沽站,天津站,0h0000K97605,"[117.643123,39.026803],[117.210124,39.135957]"
天津站,任丘站,0h0000K97605,"[117.210124,39.135957],[116.144342,38.694288]"
任丘站,肃宁站,0h0000K97605,"[116.144342,38.694288],[115.850076,38.415141]"
肃宁站,饶阳站,0h0000K97605,"[115.850076,38.415141],[115.716881,38.237433]"
饶阳站,深州站,0h0000K97605,"[115.716881,38.237433],[115.613466,38.011621]"
深州站,衡水站,0h0000K97605,"[115.613466,38.011621],[115.69475,37.743663]"
衡水站,枣强站,0h0000K97605,"[115.69475,37.743663],[115.738227,37.50448]"
枣强站,清河城站,0h0000K97605,"[115.738227,37.50448],[115.686456,37.063659]"
清河城站,临清站,0h0000K97605,"[115.686456,37.063659],[115.737,36.842304]"
临清站,聊城站,0h0000K97605,"[115.737,36.842304],[115.943803,36.457557]"
聊城站,台前站,0h0000K97605,"[115.943803,36.457557],[115.863731,35.964026]"
台前站,郓城站,0h0000K97605,"[115.863731,35.964026],[115.901573,35.601544]"
郓城站,菏泽站,0h0000K97605,"[115.901573,35.601544],[115.506431,35.230864]"
菏泽站,曹县站,0h0000K97605,"[115.506431,35.230864],[115.581733,34.82585]"
曹县站,商丘站,0h0000K97605,"[115.581733,34.82585],[115.657947,34.445778]"
商丘站,民权站,0h0000K97605,"[115.657947,34.445778],[115.140808,34.644922]"
民权站,兰考站,0h0000K97605,"[115.140808,34.644922],[114.819183,34.814364]"
兰考站,开封站,0h0000K97605,"[114.819183,34.814364],[114.353951,34.77092]"
开封站,郑州站,0h0000K97605,"[114.353951,34.77092],[113.658109,34.745803]"
郑州站,许昌站,0h0000K97605,"[113.658109,34.745803],[113.821106,34.019685]"
许昌站,漯河站,0h0000K97605,"[113.821106,34.019685],[114.043753,33.570245]"
漯河站,驻马店站,0h0000K97605,"[114.043753,33.570245],[114.042923,32.978234]"
驻马店站,信阳站,0h0000K97605,"[114.042923,32.978234],[114.082946,32.128617]"
信阳站,孝感站,0h0000K97605,"[114.082946,32.128617],[113.929229,30.95546]"
孝感站,汉口站,0h0000K97605,"[113.929229,30.95546],[114.254971,30.618065]"
汉口站,云梦站,0h0000K97605,"[114.254971,30.618065],[113.738195,31.021261]"
云梦站,安陆站,0h0000K97605,"[113.738195,31.021261],[113.695926,31.257386]"
安陆站,随州站,0h0000K97605,"[113.695926,31.257386],[113.416997,31.721069]"
随州站,枣阳站,0h0000K97605,"[113.416997,31.721069],[112.760224,32.069535]"
枣阳站,襄阳站,0h0000K97605,"[112.760224,32.069535],[112.156245,32.057786]"
天津西站,白洋淀站,250000G36306,"[117.162863,39.158619],[115.874741,39.06939]"
白洋淀站,定州东站,250000G36306,"[115.874741,39.06939],[115.074855,38.508574]"
定州东站,石家庄站,250000G36306,"[115.074855,38.508574],[114.485118,38.010198]"
石家庄站,邢台东站,250000G36306,"[114.485118,38.010198],[114.59324,37.092022]"
邢台东站,鹤壁东站,250000G36306,"[114.59324,37.092022],[114.299048,35.706564]"
鹤壁东站,郑州东站,250000G36306,"[114.299048,35.706564],[113.778584,34.759197]"
郑州东站,许昌东站,250000G36306,"[113.778584,34.759197],[113.887259,34.048346]"
许昌东站,漯河西站,250000G36306,"[113.887259,34.048346],[113.963992,33.572483]"
漯河西站,信阳东站,250000G36306,"[113.963992,33.572483],[114.159273,32.14388]"
信阳东站,武汉站,250000G36306,"[114.159273,32.14388],[114.424337,30.606713]"
天津西站,胜芳站,25000G17090E,"[117.162863,39.158619],[116.759498,39.138674]"
胜芳站,霸州西站,25000G17090E,"[116.759498,39.138674],[116.35054,39.094075]"
霸州西站,白沟站,25000G17090E,"[116.35054,39.094075],[116.092414,39.088159]"
白沟站,白洋淀站,25000G17090E,"[116.092414,39.088159],[115.874741,39.06939]"
白洋淀站,石家庄站,25000G17090E,"[115.874741,39.06939],[114.485118,38.010198]"
石家庄站,邯郸东站,25000G17090E,"[114.485118,38.010198],[114.559205,36.619658]"
邯郸东站,鹤壁东站,25000G17090E,"[114.559205,36.619658],[114.299048,35.706564]"
鹤壁东站,郑州东站,25000G17090E,"[114.299048,35.706564],[113.778584,34.759197]"
郑州东站,洛阳龙门站,25000G17090E,"[113.778584,34.759197],[112.458681,34.594036]"
洛阳龙门站,西安北站,25000G17090E,"[112.458681,34.594036],[108.938585,34.376094]"
西安北站,鄠邑站,25000G17090E,"[108.938585,34.376094],[108.679403,34.079854]"
鄠邑站,汉中站,25000G17090E,"[108.679403,34.079854],[107.029963,33.090721]"
汉中站,广元站,25000G17090E,"[107.029963,33.090721],[105.821512,32.45042]"
广元站,绵阳站,25000G17090E,"[105.821512,32.45042],[104.717694,31.459521]"
绵阳站,德阳站,25000G17090E,"[104.717694,31.459521],[104.39003,31.166108]"
德阳站,成都东站,25000G17090E,"[104.39003,31.166108],[104.141065,30.628858]"
成都东站,内江北站,25000G17090E,"[104.141065,30.628858],[105.084954,29.60953]"
内江北站,重庆西站,25000G17090E,"[105.084954,29.60953],[106.436855,29.500273]"
哈尔滨西站,兰棱站,0h000K106206,"[126.57737,45.707236],[126.189538,45.221581]"
兰棱站,扶余站,0h000K106206,"[126.189538,45.221581],[126.025116,44.986997]"
扶余站,长春站,0h000K106206,"[126.025116,44.986997],[125.324969,43.911529]"
长春站,公主岭站,0h000K106206,"[125.324969,43.911529],[124.811317,43.509104]"
公主岭站,四平站,0h000K106206,"[124.811317,43.509104],[124.373592,43.167765]"
四平站,铁岭站,0h000K106206,"[124.373592,43.167765],[123.836357,42.293298]"
铁岭站,沈阳北站,0h000K106206,"[123.836357,42.293298],[123.436199,41.819171]"
沈阳北站,沈阳站,0h000K106206,"[123.436199,41.819171],[123.39285,41.795092]"
沈阳站,锦州站,0h000K106206,"[123.39285,41.795092],[121.140151,41.124932]"
锦州站,唐山站,0h000K106206,"[121.140151,41.124932],[118.11753,39.625728]"
唐山站,天津站,0h000K106206,"[118.11753,39.625728],[117.210124,39.135957]"
天津站,任丘站,0h000K106206,"[117.210124,39.135957],[116.144342,38.694288]"
任丘站,衡水站,0h000K106206,"[116.144342,38.694288],[115.69475,37.743663]"
衡水站,大营镇站,0h000K106206,"[115.69475,37.743663],[115.736005,37.318252]"
大营镇站,清河城站,0h000K106206,"[115.736005,37.318252],[115.686456,37.063659]"
清河城站,聊城站,0h000K106206,"[115.686456,37.063659],[115.943803,36.457557]"
聊城站,菏泽站,0h000K106206,"[115.943803,36.457557],[115.506431,35.230864]"
菏泽站,商丘站,0h000K106206,"[115.506431,35.230864],[115.657947,34.445778]"
商丘站,兰考站,0h000K106206,"[115.657947,34.445778],[114.819183,34.814364]"
兰考站,开封站,0h000K106206,"[114.819183,34.814364],[114.353951,34.77092]"
开封站,郑州站,0h000K106206,"[114.353951,34.77092],[113.658109,34.745803]"
郑州站,汝州站,0h000K106206,"[113.658109,34.745803],[112.827831,34.168871]"
汝州站,宝丰站,0h000K106206,"[112.827831,34.168871],[113.046962,33.855034]"
宝丰站,南阳站,0h000K106206,"[113.046962,33.855034],[112.512226,32.998723]"
南阳站,襄阳站,0h000K106206,"[112.512226,32.998723],[112.156245,32.057786]"
襄阳站,十堰站,0h000K106206,"[112.156245,32.057786],[110.781788,32.603867]"
十堰站,安康站,0h000K106206,"[110.781788,32.603867],[109.016424,32.712607]"
安康站,紫阳站,0h000K106206,"[109.016424,32.712607],[108.549432,32.525213]"
紫阳站,宣汉站,0h000K106206,"[108.549432,32.525213],[107.659399,31.542199]"
宣汉站,达州站,0h000K106206,"[107.659399,31.542199],[107.452876,31.198051]"
达州站,渠县站,0h000K106206,"[107.452876,31.198051],[107.013309,30.805007]"
渠县站,广安站,0h000K106206,"[107.013309,30.805007],[106.896619,30.493592]"
广安站,重庆站,0h000K106206,"[106.896619,30.493592],[106.546068,29.548883]"
秦皇岛站,北戴河站,25000G170408,"[119.591851,39.965689],[119.419953,39.851315]"
北戴河站,唐山站,25000G170408,"[119.419953,39.851315],[118.11753,39.625728]"
唐山站,天津站,25000G170408,"[118.11753,39.625728],[117.210124,39.135957]"
天津站,天津西站,25000G170408,"[117.210124,39.135957],[117.162863,39.158619]"
天津西站,胜芳站,25000G170408,"[117.162863,39.158619],[116.759498,39.138674]"
胜芳站,保定东站,25000G170408,"[116.759498,39.138674],[115.600723,38.863784]"
保定东站,石家庄站,25000G170408,"[115.600723,38.863784],[114.485118,38.010198]"
石家庄站,高邑西站,25000G170408,"[114.485118,38.010198],[114.530584,37.629834]"
高邑西站,邢台东站,25000G170408,"[114.530584,37.629834],[114.59324,37.092022]"
邢台东站,邯郸东站,25000G170408,"[114.59324,37.092022],[114.559205,36.619658]"
邯郸东站,安阳东站,25000G170408,"[114.559205,36.619658],[114.453408,36.084136]"
安阳东站,新乡东站,25000G170408,"[114.453408,36.084136],[113.978527,35.314472]"
新乡东站,郑州东站,25000G170408,"[113.978527,35.314472],[113.778584,34.759197]"
郑州东站,郑州西站,25000G170408,"[113.778584,34.759197],[113.425185,34.744923]"
郑州西站,洛阳龙门站,25000G170408,"[113.425185,34.744923],[112.458681,34.594036]"
洛阳龙门站,西安北站,25000G170408,"[112.458681,34.594036],[108.938585,34.376094]"
西安北站,佛坪站,25000G170408,"[108.938585,34.376094],[107.984263,33.501048]"
佛坪站,汉中站,25000G170408,"[107.984263,33.501048],[107.029963,33.090721]"
汉中站,广元站,25000G170408,"[107.029963,33.090721],[105.821512,32.45042]"
广元站,江油站,25000G170408,"[105.821512,32.45042],[104.770685,31.780881]"
江油站,德阳站,25000G170408,"[104.770685,31.780881],[104.39003,31.166108]"
德阳站,成都东站,25000G170408,"[104.39003,31.166108],[104.141065,30.628858]"
天津西站,白沟站,25000G171300,"[117.162863,39.158619],[116.092414,39.088159]"
白沟站,白洋淀站,25000G171300,"[116.092414,39.088159],[115.874741,39.06939]"
白洋淀站,保定东站,25000G171300,"[115.874741,39.06939],[115.600723,38.863784]"
保定东站,石家庄站,25000G171300,"[115.600723,38.863784],[114.485118,38.010198]"
石家庄站,邢台东站,25000G171300,"[114.485118,38.010198],[114.59324,37.092022]"
邢台东站,邯郸东站,25000G171300,"[114.59324,37.092022],[114.559205,36.619658]"
邯郸东站,安阳东站,25000G171300,"[114.559205,36.619658],[114.453408,36.084136]"
安阳东站,鹤壁东站,25000G171300,"[114.453408,36.084136],[114.299048,35.706564]"
鹤壁东站,新乡东站,25000G171300,"[114.299048,35.706564],[113.978527,35.314472]"
新乡东站,郑州东站,25000G171300,"[113.978527,35.314472],[113.778584,34.759197]"
郑州东站,洛阳龙门站,25000G171300,"[113.778584,34.759197],[112.458681,34.594036]"
洛阳龙门站,华山北站,25000G171300,"[112.458681,34.594036],[110.098645,34.581714]"
华山北站,渭南北站,25000G171300,"[110.098645,34.581714],[109.481274,34.535692]"
渭南北站,西安北站,25000G171300,"[109.481274,34.535692],[108.938585,34.376094]"
西安北站,杨陵南站,25000G171300,"[108.938585,34.376094],[108.053111,34.254108]"
杨陵南站,宝鸡南站,25000G171300,"[108.053111,34.254108],[107.232566,34.333938]"
宝鸡南站,天水南站,25000G171300,"[107.232566,34.333938],[105.855912,34.549092]"
天水南站,通渭站,25000G171300,"[105.855912,34.549092],[105.262303,35.195442]"
通渭站,兰州西站,25000G171300,"[105.262303,35.195442],[103.752109,36.06878]"
沈阳北站,锦州南站,12000G128430,"[123.436199,41.819171],[121.125393,41.016999]"
锦州南站,葫芦岛北站,12000G128430,"[121.125393,41.016999],[120.76352,40.742996]"
葫芦岛北站,绥中北站,12000G128430,"[120.76352,40.742996],[120.324049,40.34872]"
绥中北站,山海关站,12000G128430,"[120.324049,40.34872],[119.767716,40.000345]"
山海关站,秦皇岛站,12000G128430,"[119.767716,40.000345],[119.591851,39.965689]"
秦皇岛站,唐山站,12000G128430,"[119.591851,39.965689],[118.11753,39.625728]"
唐山站,天津西站,12000G128430,"[118.11753,39.625728],[117.162863,39.158619]"
天津西站,胜芳站,12000G128430,"[117.162863,39.158619],[116.759498,39.138674]"
胜芳站,霸州西站,12000G128430,"[116.759498,39.138674],[116.35054,39.094075]"
霸州西站,白洋淀站,12000G128430,"[116.35054,39.094075],[115.874741,39.06939]"
白洋淀站,保定东站,12000G128430,"[115.874741,39.06939],[115.600723,38.863784]"
保定东站,正定机场站,12000G128430,"[115.600723,38.863784],[114.709278,38.251879]"
正定机场站,石家庄站,12000G128430,"[114.709278,38.251879],[114.485118,38.010198]"
石家庄站,邢台东站,12000G128430,"[114.485118,38.010198],[114.59324,37.092022]"
邢台东站,安阳东站,12000G128430,"[114.59324,37.092022],[114.453408,36.084136]"
安阳东站,新乡东站,12000G128430,"[114.453408,36.084136],[113.978527,35.314472]"
新乡东站,郑州东站,12000G128430,"[113.978527,35.314472],[113.778584,34.759197]"
郑州东站,洛阳龙门站,12000G128430,"[113.778584,34.759197],[112.458681,34.594036]"
洛阳龙门站,华山北站,12000G128430,"[112.458681,34.594036],[110.098645,34.581714]"
华山北站,渭南北站,12000G128430,"[110.098645,34.581714],[109.481274,34.535692]"
渭南北站,西安北站,12000G128430,"[109.481274,34.535692],[108.938585,34.376094]"
西安北站,汉中站,12000G128430,"[108.938585,34.376094],[107.029963,33.090721]"
汉中站,朝天站,12000G128430,"[107.029963,33.090721],[106.072203,32.704809]"
朝天站,广元站,12000G128430,"[106.072203,32.704809],[105.821512,32.45042]"
广元站,江油站,12000G128430,"[105.821512,32.45042],[104.770685,31.780881]"
江油站,绵阳站,12000G128430,"[104.770685,31.780881],[104.717694,31.459521]"
绵阳站,德阳站,12000G128430,"[104.717694,31.459521],[104.39003,31.166108]"
德阳站,成都东站,12000G128430,"[104.39003,31.166108],[104.141065,30.628858]"
成都东站,重庆西站,12000G128430,"[104.141065,30.628858],[106.436855,29.500273]"
沈阳南站,沈阳站,12000G127210,"[123.406997,41.668764],[123.39285,41.795092]"
沈阳站,盘锦北站,12000G127210,"[123.39285,41.795092],[121.807164,41.335741]"
盘锦北站,锦州南站,12000G127210,"[121.807164,41.335741],[121.125393,41.016999]"
锦州南站,东戴河站,12000G127210,"[121.125393,41.016999],[119.846524,40.042063]"
东戴河站,山海关站,12000G127210,"[119.846524,40.042063],[119.767716,40.000345]"
山海关站,秦皇岛站,12000G127210,"[119.767716,40.000345],[119.591851,39.965689]"
秦皇岛站,滦河站,12000G127210,"[119.591851,39.965689],[118.67249,39.853906]"
滦河站,唐山站,12000G127210,"[118.67249,39.853906],[118.11753,39.625728]"
唐山站,天津西站,12000G127210,"[118.11753,39.625728],[117.162863,39.158619]"
天津西站,沧州西站,12000G127210,"[117.162863,39.158619],[116.768136,38.306483]"
沧州西站,德州东站,12000G127210,"[116.768136,38.306483],[116.462533,37.409444]"
德州东站,济南西站,12000G127210,"[116.462533,37.409444],[116.891316,36.668906]"
济南西站,曲阜东站,12000G127210,"[116.891316,36.668906],[117.069079,35.556462]"
曲阜东站,徐州东站,12000G127210,"[117.069079,35.556462],[117.305076,34.267673]"
徐州东站,永城北站,12000G127210,"[117.305076,34.267673],[116.519899,34.215416]"
永城北站,砀山南站,12000G127210,"[116.519899,34.215416],[116.303623,34.386481]"
砀山南站,商丘站,12000G127210,"[116.303623,34.386481],[115.657947,34.445778]"
商丘站,开封北站,12000G127210,"[115.657947,34.445778],[114.261669,34.839207]"
开封北站,郑州东站,12000G127210,"[114.261669,34.839207],[113.778584,34.759197]"
郑州东站,许昌东站,12000G127210,"[113.778584,34.759197],[113.887259,34.048346]"
许昌东站,漯河西站,12000G127210,"[113.887259,34.048346],[113.963992,33.572483]"
漯河西站,驻马店西站,12000G127210,"[113.963992,33.572483],[113.978813,33.000518]"
驻马店西站,信阳东站,12000G127210,"[113.978813,33.000518],[114.159273,32.14388]"
信阳东站,武汉站,12000G127210,"[114.159273,32.14388],[114.424337,30.606713]"
大连北站,鲅鱼圈站,1g000G262505,"[121.607247,39.016763],[122.094466,40.188048]"
鲅鱼圈站,营口东站,1g000G262505,"[122.094466,40.188048],[122.427231,40.625422]"
营口东站,盘锦站,1g000G262505,"[122.427231,40.625422],[122.063098,41.197746]"
盘锦站,锦州南站,1g000G262505,"[122.063098,41.197746],[121.125393,41.016999]"
锦州南站,山海关站,1g000G262505,"[121.125393,41.016999],[119.767716,40.000345]"
山海关站,秦皇岛站,1g000G262505,"[119.767716,40.000345],[119.591851,39.965689]"
秦皇岛站,唐山站,1g000G262505,"[119.591851,39.965689],[118.11753,39.625728]"
唐山站,天津西站,1g000G262505,"[118.11753,39.625728],[117.162863,39.158619]"
天津西站,霸州西站,1g000G262505,"[117.162863,39.158619],[116.35054,39.094075]"
霸州西站,白洋淀站,1g000G262505,"[116.35054,39.094075],[115.874741,39.06939]"
白洋淀站,保定东站,1g000G262505,"[115.874741,39.06939],[115.600723,38.863784]"
保定东站,石家庄站,1g000G262505,"[115.600723,38.863784],[114.485118,38.010198]"
石家庄站,高邑西站,1g000G262505,"[114.485118,38.010198],[114.530584,37.629834]"
高邑西站,邯郸东站,1g000G262505,"[114.530584,37.629834],[114.559205,36.619658]"
邯郸东站,鹤壁东站,1g000G262505,"[114.559205,36.619658],[114.299048,35.706564]"
鹤壁东站,新乡东站,1g000G262505,"[114.299048,35.706564],[113.978527,35.314472]"
新乡东站,郑州东站,1g000G262505,"[113.978527,35.314472],[113.778584,34.759197]"
郑州东站,许昌东站,1g000G262505,"[113.778584,34.759197],[113.887259,34.048346]"
许昌东站,漯河西站,1g000G262505,"[113.887259,34.048346],[113.963992,33.572483]"
漯河西站,驻马店西站,1g000G262505,"[113.963992,33.572483],[113.978813,33.000518]"
驻马店西站,信阳东站,1g000G262505,"[113.978813,33.000518],[114.159273,32.14388]"
信阳东站,武汉站,1g000G262505,"[114.159273,32.14388],[114.424337,30.606713]"
天津西站,霸州西站,250000G3650D,"[117.162863,39.158619],[116.35054,39.094075]"
